"Date","Bids","Asks","Difference","BTC Price"
"2023-08-10 10:00:00","38240811","36576941","1663870","29551.907889902493"
"2023-08-10 11:00:00","40746815","35653324","5093491","29545.587091087946"
"2023-08-10 12:00:00","43112329","37546644","5565685","29509.244619796995"
"2023-08-10 13:00:00","44823836","38275128","6548708","29547.78912155294"
"2023-08-10 14:00:00","39675685","37182450","2493235","29474.84519009116"
"2023-08-10 15:00:00","38120609","31356530","6764079","29452.627026968465"
"2023-08-10 16:00:00","41445698","27347868","14097830","29466.258016119376"
"2023-08-10 17:00:00","42065269","29862300","12202969","29492.763929322093"
"2023-08-10 18:00:00","40939753","31352870","9586883","29510.996442358493"
"2023-08-10 19:00:00","43039974","33182205","9857769","29478.55319762959"
"2023-08-10 20:00:00","40346762","30582806","9763956","29498.897984284034"
"2023-08-10 21:00:00","40006433","31376213","8630220","29656.162875849943"
"2023-08-10 22:00:00","34950214","33858920","1091294","29488.59248316993"
"2023-08-10 23:00:00","40533773","28839674","11694099","29441.844253091793"
"2023-08-11 00:00:00","44349892","35223206","9126686","29403.984623458055"
"2023-08-11 01:00:00","46326144","35573186","10752958","29405.311601435507"
"2023-08-11 02:00:00","39557016","31606726","7950290","29391.025600973433"
"2023-08-11 03:00:00","43832955","36583567","7249388","29419.907361022462"
"2023-08-11 04:00:00","44894262","35004001","9890261","29412.93187588838"
"2023-08-11 05:00:00","47717861","35053640","12664221","29433.577918924722"
"2023-08-11 06:00:00","34292145","25629382","8662763","29434.094900697433"
"2023-08-11 07:00:00","47797759","36439344","11358415","29422.175376961935"
"2023-08-11 08:00:00","46845855","36223351","10622504","29446.488682566673"
"2023-08-11 09:00:00","46350460","39308374","7042086","29415.774082566553"
"2023-08-11 10:00:00","47440403","38608287","8832116","29344.08733215328"
"2023-08-11 11:00:00","44508344","35895410","8612934","29367.23872249489"
"2023-08-11 12:00:00","44112272","38310404","5801868","29368.570377178872"
"2023-08-11 13:00:00","44460547","38641393","5819154","29409.369434536136"
"2023-08-11 14:00:00","38891849","32742940","6148909","29414.83941061033"
"2023-08-11 15:00:00","42647790","34750420","7897370","29366.87601650396"
"2023-08-11 16:00:00","42418509","36813927","5604582","29364.454570098052"
"2023-08-11 17:00:00","45489572","38007819","7481753","29361.473334785278"
"2023-08-11 18:00:00","44628046","37782912","6845134","29342.530529300257"
"2023-08-11 19:00:00","48175825","40017147","8158678","29408.959622021266"
"2023-08-11 20:00:00","48713902","39488975","9224927","29418.39188060728"
"2023-08-11 21:00:00","47183127","40068503","7114624","29434.181950613107"
"2023-08-11 22:00:00","40612230","33343433","7268797","29453.61155970663"
"2023-08-11 23:00:00","35992463","31838623","4153840","29372.222108787497"
"2023-08-12 00:00:00","49209088","35674213","13534875","29336.059352472377"
"2023-08-12 01:00:00","42907134","38302398","4604736","29308.434058595583"
"2023-08-12 02:00:00","47211744","38842750","8368994","29336.26622881152"
"2023-08-12 03:00:00","45831918","40420840","5411078","29352.36505290286"
"2023-08-12 04:00:00","44027056","40170673","3856383","29384.84798220424"
"2023-08-12 05:00:00","44287092","41635068","2652024","29376.486605224796"
"2023-08-12 06:00:00","41557940","39327725","2230215","29403.88947129741"
"2023-08-12 07:00:00","40675702","42195785","-1520083","29407.32413443092"
"2023-08-12 08:00:00","42024557","40657688","1366869","29435.139323272568"
"2023-08-12 09:00:00","40929984","38202410","2727574","29384.86032594998"
"2023-08-12 10:00:00","41913396","36708609","5204787","29371.899335995786"
"2023-08-12 11:00:00","41535379","37639805","3895574","29380.252606952825"
"2023-08-12 12:00:00","43790946","37491790","6299156","29392.97957894383"
"2023-08-12 13:00:00","42376968","39139799","3237169","29382.881082445903"
"2023-08-12 14:00:00","42307348","37566930","4740418","29395.218153251335"
"2023-08-12 15:00:00","41732243","38754553","2977690","29398.082511827524"
"2023-08-12 16:00:00","44239489","39629467","4610022","29381.4129255091"
"2023-08-12 17:00:00","45188531","40815791","4372740","29408.91774258186"
"2023-08-12 18:00:00","40931169","40257233","673936","29425.009281625655"
"2023-08-12 19:00:00","41446170","39363917","2082253","29419.925747061032"
"2023-08-12 20:00:00","40699029","39926606","772423","29420.49743375199"
"2023-08-12 21:00:00","40163560","39975672","187888","29403.594379509224"
"2023-08-12 22:00:00","40483909","40276108","207801","29440.011339196022"
"2023-08-12 23:00:00","39875743","40148196","-272453","29433.66575929407"
"2023-08-13 00:00:00","41169222","38048770","3120452","29455.437007550216"
"2023-08-13 01:00:00","39629706","38844382","785324","29430.16559400782"
"2023-08-13 02:00:00","41106932","39721757","1385175","29427.699136676183"
"2023-08-13 03:00:00","40927737","37928153","2999584","29414.738861567013"
"2023-08-13 04:00:00","41084614","38572002","2512612","29420.923180987797"
"2023-08-13 05:00:00","41447199","38973455","2473744","29420.424516356718"
"2023-08-13 06:00:00","30896187","28145052","2751135","29425.33765174528"
"2023-08-13 07:00:00","41278973","37759711","3519262","29426.72264658573"
"2023-08-13 08:00:00","40869674","38175055","2694619","29444.47697508356"
"2023-08-13 09:00:00","41390553","39145784","2244769","29446.935939817417"
"2023-08-13 10:00:00","42645673","38881332","3764341","29443.398896314917"
"2023-08-13 11:00:00","40881801","39354670","1527131","29414.2816668036"
"2023-08-13 12:00:00","41855142","38944800","2910342","29387.37709536174"
"2023-08-13 13:00:00","43616046","37832375","5783671","29380.15321157255"
"2023-08-13 14:00:00","48821745","42837170","5984575","29392.202227623136"
"2023-08-13 15:00:00","47903892","42016615","5887277","29392.17499649821"
"2023-08-13 16:00:00","45842975","41255716","4587259","29406.51173379898"
"2023-08-13 17:00:00","47434102","42741051","4693051","29412.383123410094"
"2023-08-13 18:00:00","46267546","42420066","3847480","29402.0239463293"
"2023-08-13 19:00:00","46180512","44067792","2112720","29389.26521923947"
"2023-08-13 20:00:00","44477115","36786399","7690716","29395.026499264368"
"2023-08-13 21:00:00","43168972","36495524","6673448","29385.506457344556"
"2023-08-13 22:00:00","44284408","44155829","128579","29382.15140505337"
"2023-08-13 23:00:00","43604308","45511068","-1906760","29377.39957655533"
"2023-08-14 00:00:00","44889402","44528379","361023","29360.12924284593"
"2023-08-14 01:00:00","44635942","43405424","1230518","29397.43292452893"
"2023-08-14 02:00:00","43385090","39643876","3741214","29418.23574596693"
"2023-08-14 03:00:00","43640580","38123812","5516768","29436.194990782504"
"2023-08-14 04:00:00","41100388","38215944","2884444","29415.483148950767"
"2023-08-14 05:00:00","42747295","38629043","4118252","29354.78012047461"
"2023-08-14 06:00:00","34678093","29185307","5492786","29303.66895270674"
"2023-08-14 07:00:00","48231326","34813196","13418130","29282.87201123775"
"2023-08-14 08:00:00","50295626","34693645","15601981","29249.520211632705"
"2023-08-14 09:00:00","53511136","39373386","14137750","29243.691724490895"
"2023-08-14 10:00:00","55570900","34781778","20789122","29287.303536443527"
"2023-08-14 11:00:00","46075221","35564534","10510687","29354.938486853876"
"2023-08-14 12:00:00","35222847","40982277","-5759430","29378.355928028184"
"2023-08-14 13:00:00","36383183","43322004","-6938821","29406.38612378329"
"2023-08-14 14:00:00","35682230","43640159","-7957929","29380.891727636244"
"2023-08-14 15:00:00","37641028","46010826","-8369798","29373.369923097995"
"2023-08-14 16:00:00","36246320","46321507","-10075187","29378.629519209648"
"2023-08-14 17:00:00","36614444","46564030","-9949586","29367.310709186124"
"2023-08-14 18:00:00","38390240","45378566","-6988326","29393.04339506022"
"2023-08-14 19:00:00","38060434","46744072","-8683638","29371.796265032193"
"2023-08-14 20:00:00","39783598","45615330","-5831732","29369.180717120787"
"2023-08-14 21:00:00","43261414","44777350","-1515936","29353.443932044007"
"2023-08-14 22:00:00","44085963","44459262","-373299","29453.074425764717"
"2023-08-14 23:00:00","38753800","43637176","-4883376","29529.046802525925"
"2023-08-15 00:00:00","39295713","42147371","-2851658","29592.59364267649"
"2023-08-15 01:00:00","39493949","40916354","-1422405","29466.286864012338"
"2023-08-15 02:00:00","39051492","33979630","5071862","29289.26629319712"
"2023-08-15 03:00:00","42834220","26231766","16602454","29305.54498157855"
"2023-08-15 04:00:00","45718421","28609427","17108994","29356.463529861736"
"2023-08-15 05:00:00","40407452","28560149","11847303","29366.783655251893"
"2023-08-15 06:00:00","30614069","22565623","8048446","29395.759208176165"
"2023-08-15 07:00:00","39138526","33810818","5327708","29389.42257996435"
"2023-08-15 08:00:00","38796544","31794920","7001624","29395.27447841972"
"2023-08-15 09:00:00","40033955","31687046","8346909","29368.586967444764"
"2023-08-15 10:00:00","41785888","34664231","7121657","29335.629526152523"
"2023-08-15 11:00:00","43791460","31780870","12010590","29346.967593051595"
"2023-08-15 12:00:00","42391257","31270755","11120502","29327.35091749785"
"2023-08-15 13:00:00","44414328","32285877","12128451","29313.522623051478"
"2023-08-15 14:00:00","45378297","33125196","12253101","29312.090641479288"
"2023-08-15 15:00:00","45573238","32171406","13401832","29353.823482541473"
"2023-08-15 16:00:00","43430917","33011862","10419055","29374.15843195372"
"2023-08-15 17:00:00","40493717","34220658","6273059","29367.73090658356"
"2023-08-15 18:00:00","43505086","35776269","7728817","29353.014420708336"
"2023-08-15 19:00:00","42874714","35339421","7535293","29321.236329963343"
"2023-08-15 20:00:00","34594619","27874852","6719767","29333.326376203586"
"2023-08-15 21:00:00","47922943","34813910","13109033","29303.814606810745"
"2023-08-15 22:00:00","49690964","34837522","14853442","29394.517861941156"
"2023-08-15 23:00:00","36928086","38275564","-1347478","29290.27353754172"
"2023-08-16 00:00:00","47038891","32057856","14981035","29251.17276310728"
"2023-08-16 01:00:00","49468519","32547087","16921432","29289.890901768158"
"2023-08-16 02:00:00","47343609","44226550","3117059","29290.926597439066"
"2023-08-16 03:00:00","49382373","45466056","3916317","29153.15705643906"
"2023-08-16 04:00:00","49263139","32534816","16728323","29165.810164611412"
"2023-08-16 05:00:00","51950179","40376480","11573699","29191.692807906915"
"2023-08-16 06:00:00","39694401","32769106","6925295","29147.606401256577"
"2023-08-16 07:00:00","49640067","40854705","8785362","29159.4987296582"
"2023-08-16 08:00:00","48935138","41255315","7679823","29185.227545856567"
"2023-08-16 09:00:00","48916681","44481984","4434697","29198.050337427805"
"2023-08-16 10:00:00","47652352","44615638","3036714","29206.17753697299"
"2023-08-16 11:00:00","48139253","47750322","388931","29179.576409068748"
"2023-08-16 12:00:00","50121437","48663352","1458085","29159.033791041024"
"2023-08-16 13:00:00","49984653","46009127","3975526","29099.438551561983"
"2023-08-16 14:00:00","45660693","37352739","8307954","29144.77089938131"
"2023-08-16 15:00:00","48479061","42659082","5819979","29154.673441681913"
"2023-08-16 16:00:00","47964733","42382506","5582227","29136.13094033788"
"2023-08-16 17:00:00","43409214","38255128","5154086","29132.85832989535"
"2023-08-16 18:00:00","52742761","42263247","10479514","29171.12897709887"
"2023-08-16 19:00:00","46808127","38084095","8724032","29129.58460300305"
"2023-08-16 20:00:00","54623814","46035891","8587923","29123.731872797038"
"2023-08-16 21:00:00","50470171","41943525","8526646","29042.458152728137"
"2023-08-16 22:00:00","53662999","33118769","20544230","29116.38048598354"
"2023-08-16 23:00:00","50295331","42517854","7777477","29067.253273913822"
"2023-08-17 00:00:00","50538320","37258275","13280045","29044.40538280857"
"2023-08-17 01:00:00","46038701","31567256","14471445","29127.4302214203"
"2023-08-17 02:00:00","28688247","31014072","-2325825","29141.796607710043"
"2023-08-17 03:00:00","41895284","43474800","-1579516","29095.232640819057"
"2023-08-17 04:00:00","45715775","36792045","8923730","28917.82579956378"
"2023-08-17 05:00:00","45145210","30215287","14929923","28889.35868123985"
"2023-08-17 06:00:00","40293897","22727969","17565928","28873.604310332128"
"2023-08-17 07:00:00","48115898","30207218","17908680","28699.51891274921"
"2023-08-17 08:00:00","63835833","26855673","36980160","28528.77140065169"
"2023-08-17 09:00:00","33591837","26599550","6992287","28588.636361463425"
"2023-08-17 10:00:00","32225710","28587805","3637905","28548.49478165973"
"2023-08-17 11:00:00","39300545","30000319","9300226","28618.620368503583"
"2023-08-17 12:00:00","35087653","30863588","4224065","28607.097849532554"
"2023-08-17 13:00:00","37320349","32245316","5075033","28639.41920937217"
"2023-08-17 14:00:00","37322579","31125643","6196936","28639.629462663197"
"2023-08-17 15:00:00","34645234","31124711","3520523","28585.308351000647"
"2023-08-17 16:00:00","42842836","30877383","11965453","28525.747216561038"
"2023-08-17 17:00:00","44444789","32989215","11455574","28552.723035478608"
"2023-08-17 18:00:00","45280346","32104359","13175987","28503.049600544942"
"2023-08-17 19:00:00","48063921","30635330","17428591","28497.564583097"
"2023-08-17 20:00:00","42909696","30455725","12453971","28461.62903081434"
"2023-08-17 21:00:00","46950058","32178234","14771824","28365.263824199166"
"2023-08-17 22:00:00","51340378","30250261","21090117","28368.22830358857"
"2023-08-17 23:00:00","47295807","30673743","16622064","27907.59005508608"
"2023-08-18 00:00:00","39235191","16452477","22782714","27897.392469570364"
"2023-08-18 01:00:00","37107996","24117750","12990246","27949.421753395476"
"2023-08-18 02:00:00","39946109","28122667","11823442","27840.153902141454"
"2023-08-18 03:00:00","43569920","27330500","16239420","27849.54612154458"
"2023-08-18 04:00:00","37161469","25687192","11474277","27595.946510799015"
"2023-08-18 05:00:00","43913594","23610056","20303538","26222.673968191895"
"2023-08-18 06:00:00","8170209","5263104","2907105","26829.199208332797"
"2023-08-18 07:00:00","14146313","11663867","2482446","26668.55758376716"
"2023-08-18 08:00:00","25613618","21330503","4283115","26727.60342481583"
"2023-08-18 09:00:00","26769759","26334933","434826","26614.2394137634"
"2023-08-18 10:00:00","31137385","26187313","4950072","26510.04101077466"
"2023-08-18 11:00:00","30046546","24914766","5131780","26406.991202119734"
"2023-08-18 12:00:00","28926572","25815498","3111074","26244.282207887958"
"2023-08-18 13:00:00","32768726","24479383","8289343","26440.808218409056"
"2023-08-18 14:00:00","24877067","22516373","2360694","26510.559238322712"
"2023-08-18 15:00:00","25895583","25114574","781009","26421.07189055947"
"2023-08-18 16:00:00","26066988","26052744","14244","26570.8098120783"
"2023-08-18 17:00:00","26819681","26381384","438297","26442.12183023297"
"2023-08-18 18:00:00","32205925","32227395","-21470","26443.972888766795"
"2023-08-18 19:00:00","34736802","28977611","5759191","26483.646782497643"
"2023-08-18 20:00:00","29684546","28675936","1008610","26331.217049866154"
"2023-08-18 21:00:00","36087033","29404032","6683001","26247.88872837657"
"2023-08-18 22:00:00","41557048","28418436","13138612","26023.84606683052"
"2023-08-18 23:00:00","28668042","18463243","10204799","25963.578463110844"
"2023-08-19 00:00:00","33767121","27153642","6613479","25873.47699978578"
"2023-08-19 01:00:00","32635563","27499189","5136374","26007.501842917718"
"2023-08-19 02:00:00","31919448","22330443","9589005","26130.39352656522"
"2023-08-19 03:00:00","23218720","16260616","6958104","26031.513353407347"
"2023-08-19 04:00:00","29542785","21402476","8140309","26111.50041378498"
"2023-08-19 05:00:00","30862558","24624929","6237629","26083.951619809603"
"2023-08-19 06:00:00","35494072","27213473","8280599","26079.59391403675"
"2023-08-19 07:00:00","36116603","27718517","8398086","26063.6746999433"
"2023-08-19 08:00:00","35653942","25818339","9835603","26108.904371637716"
"2023-08-19 09:00:00","33036524","24263523","8773001","26032.783400818713"
"2023-08-19 10:00:00","35254899","22833906","12420993","26018.155351489437"
"2023-08-19 11:00:00","33476795","24104953","9371842","25975.32257267672"
"2023-08-19 12:00:00","33964429","25437283","8527146","25994.4731072633"
"2023-08-19 13:00:00","34459295","25814985","8644310","25905.764447098973"
"2023-08-19 14:00:00","35871047","25130381","10740666","25860.364639249794"
"2023-08-19 15:00:00","37824577","24847895","12976682","25927.70034330795"
"2023-08-19 16:00:00","34571304","24539181","10032123","25951.98241719953"
"2023-08-19 17:00:00","35330707","25787276","9543431","25958.498729725467"
"2023-08-19 18:00:00","37110833","25790779","11320054","25928.24742608012"
"2023-08-19 19:00:00","36713740","24997302","11716438","25926.220214669804"
"2023-08-19 20:00:00","36580558","25602504","10978054","25932.7334211021"
"2023-08-19 21:00:00","35514218","25536599","9977619","25944.715485948844"
"2023-08-19 22:00:00","36200765","23213484","12987281","25990.22764614465"
"2023-08-19 23:00:00","36658630","24071385","12587245","26200.142592120184"
"2023-08-20 00:00:00","28266825","24010598","4256227","26249.518272709647"
"2023-08-20 01:00:00","29148233","25156772","3991461","26113.73831351136"
"2023-08-20 02:00:00","36364596","25620677","10743919","26148.663999941844"
"2023-08-20 03:00:00","34578352","27474493","7103859","26150.802364117295"
"2023-08-20 04:00:00","38031164","27613200","10417964","26073.02109637025"
"2023-08-20 05:00:00","42196215","24640770","17555445","26102.08114257859"
"2023-08-20 06:00:00","35591479","24715737","10875742","26073.621186757766"
"2023-08-20 07:00:00","37335563","25306026","12029537","26114.48935061693"
"2023-08-20 08:00:00","34560777","25518564","9042213","26193.249379112785"
"2023-08-20 09:00:00","32472893","27038268","5434625","26089.016377557942"
"2023-08-20 10:00:00","35671047","25455312","10215735","26110.875809645924"
"2023-08-20 11:00:00","34300169","26678475","7621694","26118.106669555134"
"2023-08-20 12:00:00","38195248","26761826","11433422","26140.339215053064"
"2023-08-20 13:00:00","35058274","29596983","5461291","26107.404949940887"
"2023-08-20 14:00:00","35908453","27033259","8875194","26083.36454875452"
"2023-08-20 15:00:00","38950006","27330821","11619185","26106.3989067512"
"2023-08-20 16:00:00","36238343","27930613","8307730","26129.622140436477"
"2023-08-20 17:00:00","37506630","29044591","8462039","26164.17023154558"
"2023-08-20 18:00:00","37135663","28836397","8299266","26159.166201961656"
"2023-08-20 19:00:00","39518371","31242300","8276071","26199.032690767464"
"2023-08-20 20:00:00","36200308","29301232","6899076","26203.067339366116"
"2023-08-20 21:00:00","37769190","31577640","6191550","26157.74815989436"
"2023-08-20 22:00:00","39767924","33477676","6290248","26119.38349148077"
"2023-08-20 23:00:00","40045896","31204510","8841386","26112.892579716263"
"2023-08-21 00:00:00","34271919","31710852","2561067","26073.64009599201"
"2023-08-21 01:00:00","36327826","31794058","4533768","26139.845300474197"
"2023-08-21 02:00:00","33531000","32468635","1062365","26134.622249028645"
"2023-08-21 03:00:00","34517827","33557702","960125","26159.91406062644"
"2023-08-21 04:00:00","34583443","34677812","-94369","26235.251497051264"
"2023-08-21 05:00:00","33886063","30541033","3345030","26171.88598999254"
"2023-08-21 06:00:00","31206185","26331924","4874261","26208.59617909228"
"2023-08-21 07:00:00","34056907","30032207","4024700","26188.88966229411"
"2023-08-21 08:00:00","31693224","26551918","5141306","26133.0594085725"
"2023-08-21 09:00:00","38657343","29645750","9011593","26140.40965177255"
"2023-08-21 10:00:00","35267507","28089627","7177880","26090.256667234222"
"2023-08-21 11:00:00","38355369","29023517","9331852","26085.376063082636"
"2023-08-21 12:00:00","37737187","29021296","8715891","26050.90450977543"
"2023-08-21 13:00:00","38013988","28937042","9076946","26098.298413029584"
"2023-08-21 14:00:00","36621824","28639094","7982730","26045.593137403474"
"2023-08-21 15:00:00","38677304","26161467","12515837","25995.759151095477"
"2023-08-21 16:00:00","38394365","27403452","10990913","26049.024849135018"
"2023-08-21 17:00:00","35865035","31124088","4740947","26003.920292317354"
"2023-08-21 18:00:00","33367639","28655672","4711967","25932.48104032869"
"2023-08-21 19:00:00","35659499","29732635","5926864","26009.171598705765"
"2023-08-21 20:00:00","33693735","30084347","3609388","26000.422180021316"
"2023-08-21 21:00:00","36844838","29666954","7177884","26131.891449152346"
"2023-08-21 22:00:00","24396585","30116829","-5720244","26104.07155131159"
"2023-08-21 23:00:00","33461597","31282406","2179191","25943.061438536788"
"2023-08-22 00:00:00","35102544","27462001","7640543","25983.199598313597"
"2023-08-22 01:00:00","33510472","31750550","1759922","26039.100916492276"
"2023-08-22 02:00:00","32897647","33647257","-749610","26030.52353475841"
"2023-08-22 03:00:00","34886069","32637823","2248246","26088.9065446776"
"2023-08-22 04:00:00","31597604","30411922","1185682","26108.522796991074"
"2023-08-22 05:00:00","32529118","29628035","2901083","26194.17007694932"
"2023-08-22 06:00:00","29813938","30141972","-328034","26128.38296155811"
"2023-08-22 07:00:00","33040890","30367530","2673360","26120.052102712565"
"2023-08-22 08:00:00","32774808","30083956","2690852","26100.276440674552"
"2023-08-22 09:00:00","35613696","30192153","5421543","26040.432854722785"
"2023-08-22 10:00:00","37661731","30038692","7623039","26055.71798242109"
"2023-08-22 11:00:00","34279646","29782560","4497086","26042.467488218153"
"2023-08-22 12:00:00","36470021","31163152","5306869","26013.00082257895"
"2023-08-22 13:00:00","38082419","32699740","5382679","26035.443602632622"
"2023-08-22 14:00:00","39443803","32692669","6751134","26043.236360386574"
"2023-08-22 15:00:00","32516912","31983238","533674","26095.70028520862"
"2023-08-22 16:00:00","35034651","33577252","1457399","26063.483165994032"
"2023-08-22 17:00:00","38217324","35155198","3062126","26047.70452962307"
"2023-08-22 18:00:00","39852373","36158832","3693541","26053.11150507876"
"2023-08-22 19:00:00","40489551","34804650","5684901","26045.968066273945"
"2023-08-22 20:00:00","40793278","36086197","4707081","26064.215794491807"
"2023-08-22 21:00:00","40015639","35045250","4970389","26010.47132753235"
"2023-08-22 22:00:00","33756591","28781014","4975577","25983.197075348333"
"2023-08-22 23:00:00","39873232","30132241","9740991","25944.181401734226"
"2023-08-23 00:00:00","39886076","30530894","9355182","26011.461236561667"
"2023-08-23 01:00:00","34219557","32852477","1367080","25819.096473114787"
"2023-08-23 02:00:00","38756978","28783592","9973386","25897.364340127435"
"2023-08-23 03:00:00","34255178","32507375","1747803","25776.376588122585"
"2023-08-23 04:00:00","39723865","25928434","13795431","25856.094555005664"
"2023-08-23 05:00:00","33940859","32205273","1735586","25615.356422044486"
"2023-08-23 06:00:00","27088254","24946601","2141653","25802.815894630123"
"2023-08-23 07:00:00","26932824","28553643","-1620819","26035.210751601957"
"2023-08-23 08:00:00","28754720","36170376","-7415656","26029.483242273935"
"2023-08-23 09:00:00","31426047","31694360","-268313","26033.407669071094"
"2023-08-23 10:00:00","32863282","33588163","-724881","26033.028601388865"
"2023-08-23 11:00:00","33828555","36093735","-2265180","25993.488222561846"
"2023-08-23 12:00:00","34531234","32788549","1742685","26043.893204255823"
"2023-08-23 13:00:00","33912910","35905711","-1992801","26027.542764810856"
"2023-08-23 14:00:00","35119489","36010954","-891465","26067.252465627975"
"2023-08-23 15:00:00","30440105","32094447","-1654342","26069.713338915844"
"2023-08-23 16:00:00","32362939","31289956","1072983","26022.75835792323"
"2023-08-23 17:00:00","36441778","33634587","2807191","26036.271067807484"
"2023-08-23 18:00:00","35432847","35031798","401049","25960.895852842754"
"2023-08-23 19:00:00","37070055","33187017","3883038","25926.01300530437"
"2023-08-23 20:00:00","37859275","33360619","4498656","25836.764575860045"
"2023-08-23 21:00:00","37172587","32490942","4681645","25982.193610836468"
"2023-08-23 22:00:00","31066060","32334324","-1268264","26031.127668972946"
"2023-08-23 23:00:00","42023207","30690987","11332220","26113.304149085336"
"2023-08-24 00:00:00","36549743","31711210","4838533","26384.426689441076"
"2023-08-24 01:00:00","25831132","27542060","-1710928","26542.022617143874"
"2023-08-24 02:00:00","29567629","32820456","-3252827","26463.849733299376"
"2023-08-24 03:00:00","32065438","30181981","1883457","26635.315331523154"
"2023-08-24 04:00:00","32080703","22297628","9783075","26594.699348882947"
"2023-08-24 05:00:00","32032453","26776537","5255916","26291.481372713934"
"2023-08-24 06:00:00","28116147","22304430","5811717","26447.208578216458"
"2023-08-24 07:00:00","30697927","26538456","4159471","26434.869507590232"
"2023-08-24 08:00:00","32263322","25579323","6683999","26487.551820476227"
"2023-08-24 09:00:00","30380814","27031359","3349455","26359.804068934027"
"2023-08-24 10:00:00","33885918","26903481","6982437","26371.622796906526"
"2023-08-24 11:00:00","32925895","26626600","6299295","26440.85548984531"
"2023-08-24 12:00:00","32664999","28626285","4038714","26456.659582423483"
"2023-08-24 13:00:00","33351045","27574871","5776174","26419.278015717344"
"2023-08-24 14:00:00","32474535","28792216","3682319","26464.436042259742"
"2023-08-24 15:00:00","31269929","26352467","4917462","26473.5225796313"
"2023-08-24 16:00:00","31823861","28785127","3038734","26455.063821838212"
"2023-08-24 17:00:00","35481737","29238941","6242796","26443.878954665754"
"2023-08-24 18:00:00","34696707","29723126","4973581","26459.82636696646"
"2023-08-24 19:00:00","35114494","28753411","6361083","26457.227832049735"
"2023-08-24 20:00:00","35653903","28376794","7277109","26403.571051852054"
"2023-08-24 21:00:00","32526487","28142645","4383842","26328.90415934228"
"2023-08-24 22:00:00","33449646","25416146","8033500","26113.02557681894"
"2023-08-24 23:00:00","34562558","24441104","10121454","25997.27103327773"
"2023-08-25 00:00:00","38943981","26727462","12216519","26096.52712415633"
"2023-08-25 01:00:00","34358277","27819365","6538912","26022.698041242267"
"2023-08-25 02:00:00","34422386","29002102","5420284","26015.162317241095"
"2023-08-25 03:00:00","34758508","29579071","5179437","26015.05818204678"
"2023-08-25 04:00:00","33929017","22897656","11031361","26004.26587655884"
"2023-08-25 05:00:00","32289404","24472568","7816836","26077.343844797393"
"2023-08-25 06:00:00","29022301","25785223","3237078","26110.917165525116"
"2023-08-25 07:00:00","28680363","26870785","1809578","26166.381332351644"
"2023-08-25 08:00:00","28626831","24398088","4228743","26129.764967495277"
"2023-08-25 09:00:00","30150698","26038920","4111778","26133.24343257234"
"2023-08-25 10:00:00","31842121","25616560","6225561","26120.58945805904"
"2023-08-25 11:00:00","29913653","26535918","3377735","26094.4021473567"
"2023-08-25 12:00:00","31453646","26329261","5124385","26013.70177974855"
"2023-08-25 13:00:00","32007617","25399824","6607793","26042.429503184685"
"2023-08-25 14:00:00","32215019","26301124","5913895","26016.025559257636"
"2023-08-25 15:00:00","33156316","26982490","6173826","25968.068469682832"
"2023-08-25 16:00:00","32362925","23812525","8550400","26068.170591115308"
"2023-08-25 17:00:00","28558935","27442440","1116495","26067.36703296871"
"2023-08-25 18:00:00","31889633","28425766","3463867","26074.04910027044"
"2023-08-25 19:00:00","29295271","27028019","2267252","26089.042712219427"
"2023-08-25 20:00:00","35266454","30037876","5228578","26081.514297381233"
"2023-08-25 21:00:00","35633518","28284222","7349296","26057.655783694845"
"2023-08-25 22:00:00","31636155","24580875","7055280","25857.69870221877"
"2023-08-25 23:00:00","35501384","24072544","11428840","25896.719416903863"
"2023-08-26 00:00:00","33192161","27572643","5619518","25909.141697090672"
"2023-08-26 01:00:00","34183903","28335942","5847961","25872.534734409677"
"2023-08-26 02:00:00","35541263","27764437","7776826","26029.02391537613"
"2023-08-26 03:00:00","29059502","33670238","-4610736","25965.712193143554"
"2023-08-26 04:00:00","29997464","33647232","-3649768","26052.963984865608"
"2023-08-26 05:00:00","29070897","32456494","-3385597","26068.273420721052"
"2023-08-26 06:00:00","29013542","32228273","-3214731","26037.65853146471"
"2023-08-26 07:00:00","30123506","29954235","169271","26047.25312403588"
"2023-08-26 08:00:00","28896586","30467480","-1570894","26032.728275324578"
"2023-08-26 09:00:00","30979023","30305536","673487","26039.012759376412"
"2023-08-26 10:00:00","31824584","30401055","1423529","26067.720399039692"
"2023-08-26 11:00:00","29597502","30548450","-950948","26073.5729153038"
"2023-08-26 12:00:00","29268458","29833977","-565519","26058.854576875347"
"2023-08-26 13:00:00","28669247","29953366","-1284119","26051.18193094933"
"2023-08-26 14:00:00","30978313","31250944","-272631","26067.683860389967"
"2023-08-26 15:00:00","32111261","31755044","356217","26038.841293713613"
"2023-08-26 16:00:00","31822616","30599289","1223327","26024.62635918021"
"2023-08-26 17:00:00","33533503","30745581","2787922","26004.106059321803"
"2023-08-26 18:00:00","34175302","29985928","4189374","26019.95226131739"
"2023-08-26 19:00:00","35745811","29695185","6050626","26034.646221113446"
"2023-08-26 20:00:00","34704266","31611632","3092634","26015.751240186673"
"2023-08-26 21:00:00","32826377","27391247","5435130","26028.042197357012"
"2023-08-26 22:00:00","33024987","29528721","3496266","26056.94926399775"
"2023-08-26 23:00:00","31412238","29879372","1532866","26046.07176780791"
