hour,hourly_net_amount,hourly_net_amount_usd,cumulative_amount,cumulative_amount_usd
2023-03-17 12:00:00.000 UTC,-55.644639872452835,-97984.6463514022,798220.0464123286,688480385.4456593
2023-03-17 11:00:00.000 UTC,392.2058584199456,685646.4375725805,798275.6910522011,688578370.0920107
2023-03-17 10:00:00.000 UTC,48.60692520564313,83853.26488001113,797883.4851937811,687892723.6544381
2023-03-17 09:00:00.000 UTC,1172.0338215903814,2011432.7242751967,797834.8782685754,687808870.3895581
2023-03-17 08:00:00.000 UTC,752.3423442296962,1294382.4329768654,796662.844446985,685797437.6652828
2023-03-17 07:00:00.000 UTC,83.20758082386787,143533.90899698032,795910.5021027554,684503055.232306
2023-03-17 06:00:00.000 UTC,11.619024941031489,19813.109900195126,795827.2945219314,684359521.3233091
2023-03-17 05:00:00.000 UTC,11021.81935796834,18821520.044828214,795815.6754969904,684339708.2134088
2023-03-17 04:00:00.000 UTC,-263.8571543417388,-451061.1667756591,784793.8561390222,665518188.1685807
2023-03-17 03:00:00.000 UTC,1059.4899669009046,1809693.622664097,785057.7132933639,665969249.3353564
2023-03-17 02:00:00.000 UTC,417.98364758789074,707821.868498286,783998.223326463,664159555.7126923
2023-03-17 01:00:00.000 UTC,-1986.263566131086,-3313822.54582612,783580.2396788751,663451733.8441939
2023-03-17 00:00:00.000 UTC,104.27183463315852,174788.79095887096,785566.5032450062,666765556.39002
2023-03-16 23:00:00.000 UTC,23.115296236522404,38718.35234913739,785462.231410373,666590767.5990611
2023-03-16 22:00:00.000 UTC,969.4192886800137,1623176.2685800414,785439.1161141365,666552049.246712
2023-03-16 21:00:00.000 UTC,-2.8751185746631047,-4773.185604098447,784469.6968254566,664928872.9781319
2023-03-16 20:00:00.000 UTC,-76.66899329840211,-128941.14623931969,784472.5719440313,664933646.163736
2023-03-16 19:00:00.000 UTC,61.52098533971923,102362.92187719863,784549.2409373297,665062587.3099753
2023-03-16 18:00:00.000 UTC,-87.78297315165051,-145759.2377696581,784487.71995199,664960224.3880981
2023-03-16 17:00:00.000 UTC,36.3639935630636,60523.13996655616,784575.5029251416,665105983.6258677
2023-03-16 16:00:00.000 UTC,3190.585957676639,5317366.745344733,784539.1389315785,665045460.4859011
2023-03-16 15:00:00.000 UTC,559.618242352184,931484.5643952102,781348.5529739019,659728093.7405564
2023-03-16 14:00:00.000 UTC,329.288493755119,546516.8202004335,780788.9347315497,658796609.1761612
2023-03-16 13:00:00.000 UTC,-3533.176603379434,-5847795.928019335,780459.6462377945,658250092.3559607
2023-03-16 12:00:00.000 UTC,-10.622079743225626,-17686.612538850124,783992.822841174,664097888.28398
2023-03-16 11:00:00.000 UTC,-550.9816076216986,-918971.2037200787,784003.4449209172,664115574.8965188
2023-03-16 10:00:00.000 UTC,204.49954247686986,339088.87136259704,784554.4265285388,665034546.1002389
2023-03-16 09:00:00.000 UTC,-9919.909037663496,-16448498.772620974,784349.926986062,664695457.2288764
2023-03-16 08:00:00.000 UTC,1440.6815702196297,2390148.3522571744,794269.8360237255,681143956.0014973
2023-03-16 07:00:00.000 UTC,632.6557228501644,1047399.5085218181,792829.1544535059,678753807.6492401
2023-03-16 06:00:00.000 UTC,1076.7559918664456,1776216.6841828886,792196.4987306558,677706408.1407183
2023-03-16 05:00:00.000 UTC,669.0836592576989,1100334.840995656,791119.7427387893,675930191.4565355
2023-03-16 04:00:00.000 UTC,669.1712731271793,1103971.9995542953,790450.6590795316,674829856.6155398
2023-03-16 03:00:00.000 UTC,10.759435419771783,17811.922554369594,789781.4878064044,673725884.6159855
2023-03-16 02:00:00.000 UTC,453.55011052073905,748657.0254321632,789770.7283709846,673708072.6934311
2023-03-16 01:00:00.000 UTC,91.72338126328233,151012.45767805542,789317.1782604638,672959415.667999
2023-03-16 00:00:00.000 UTC,1840.9375187716994,3045923.171683715,789225.4548792004,672808403.210321
2023-03-15 23:00:00.000 UTC,-709.077667110364,-1173140.637127413,787384.5173604287,669762480.0386373
2023-03-15 22:00:00.000 UTC,1806.0887123978712,2995614.860157357,788093.5950275391,670935620.6757647
2023-03-15 21:00:00.000 UTC,-580.7927326875993,-960271.088371023,786287.5063151412,667940005.8156073
2023-03-15 20:00:00.000 UTC,114.35894539903624,188225.67541118176,786868.2990478288,668900276.9039783
