hour,hourly_net_amount,hourly_net_amount_usd,cumulative_amount,cumulative_amount_usd
2024-07-18 11:00:00.000 UTC,-0.41798523,-27015.7605863067,39781.40113357987,2262314497.142127
2024-07-18 10:00:00.000 UTC,10.02103047,650132.5900167053,39781.81911880987,2262341512.9027133
2024-07-18 09:00:00.000 UTC,-1.13616958,-73803.9739176922,39771.79808833987,2261691380.3126965
2024-07-18 08:00:00.000 UTC,0.99231727,64233.2525847712,39772.93425791987,2261765184.286614
2024-07-18 07:00:00.000 UTC,-1.48152756,-96370.16767847039,39771.94194064987,2261700951.034029
2024-07-18 06:00:00.000 UTC,-3.06775843,-198754.4546817731,39773.42346820987,2261797321.2017074
2024-07-18 05:00:00.000 UTC,1.14346879,73865.4881598467,39776.49122663987,2261996075.656389
2024-07-18 04:00:00.000 UTC,-0.43872126,-28462.2435542796,39775.34775784987,2261922210.1682296
2024-07-18 03:00:00.000 UTC,0.16511175,10685.121043140001,39775.78647910987,2261950672.4117837
2024-07-18 01:00:00.000 UTC,0.63682391,41075.167667956404,39775.62136735987,2261939987.2907405
2024-07-18 00:00:00.000 UTC,-1,-64128.7,39774.98454344987,2261898912.1230726
2024-07-17 23:00:00.000 UTC,-0.26747121,-17197.799667489602,39775.98454344987,2261963040.8230724
2024-07-17 22:00:00.000 UTC,1.0301584,66317.157809296,39776.25201465987,2261980238.62274
2024-07-17 21:00:00.000 UTC,-3.83936181,-247886.39879450883,39775.22185625987,2261913921.4649305
2024-07-17 20:00:00.000 UTC,5.03509962,325477.60051013884,39779.06121806987,2262161807.863725
2024-07-17 19:00:00.000 UTC,-3.83180146,-247198.1720558996,39774.026118449874,2261836330.263215
2024-07-17 18:00:00.000 UTC,0.74628616,48007.8871638096,39777.857919909875,2262083528.435271
2024-07-17 17:00:00.000 UTC,1.56750188,100745.10142970561,39777.111633749875,2262035520.548107
2024-07-17 16:00:00.000 UTC,-0.19367051,-12546.887825902098,39775.54413186987,2261934775.446677
2024-07-17 15:00:00.000 UTC,0.12399887,8066.9758857595,39775.737802379874,2261947322.334503
2024-07-17 14:00:00.000 UTC,1.91719348,125117.4077121708,39775.61380350987,2261939255.3586173
2024-07-17 13:00:00.000 UTC,1.30827131,84726.8814657357,39773.69661002987,2261814137.9509053
2024-07-17 11:00:00.000 UTC,-4.14911797,-270326.7362581754,39772.388338719866,2261729411.0694394
2024-07-17 10:00:00.000 UTC,0.38027422,24852.612497279,39776.53745668987,2261999737.8056974
2024-07-17 09:00:00.000 UTC,0.58664269,38263.7049245541,39776.15718246987,2261974885.1932
2024-07-17 08:00:00.000 UTC,-10.07681122,-658156.1426462946,39775.57053977987,2261936621.4882755
2024-07-17 07:00:00.000 UTC,-0.12740949,-8361.494955660599,39785.64735099987,2262594777.630922
2024-07-17 06:00:00.000 UTC,0.53490672,35141.65445342879,39785.77476048987,2262603139.1258774
2024-07-17 05:00:00.000 UTC,1.21063864,79709.3681429664,39785.23985376987,2262567997.471424
2024-07-17 04:00:00.000 UTC,4.99488717,328423.92109958344,39784.02921512987,2262488288.103281
2024-07-17 03:00:00.000 UTC,0.30386997,19944.171223982998,39779.03432795987,2262159864.1821814
2024-07-17 02:00:00.000 UTC,5.34635154,351250.43099809857,39778.73045798987,2262139920.0109572
2024-07-17 01:00:00.000 UTC,12.23275874,801129.1192792078,39773.38410644987,2261788669.579959
2024-07-17 00:00:00.000 UTC,2.10952834,137340.9902426838,39761.15134770987,2260987540.4606795
2024-07-16 23:00:00.000 UTC,4.14284017,267867.0140006294,39759.04181936987,2260850199.470437
2024-07-16 22:00:00.000 UTC,105,6782470.8,39754.89897919987,2260582332.4564366
2024-07-16 21:00:00.000 UTC,0.39046742,25284.7451148194,39649.89897919987,2253799861.6564364
2024-07-16 20:00:00.000 UTC,1.07245739,69799.3770632301,39649.508511779866,2253774576.9113216
2024-07-16 19:00:00.000 UTC,5.45625776,353333.93926866556,39648.436054389866,2253704777.5342584
2024-07-16 18:00:00.000 UTC,9.06472349,585235.862136266,39642.979796629865,2253351443.59499
2024-07-16 17:00:00.000 UTC,28.3068507,1824912.0932302438,39633.91507313986,2252766207.7328534
2024-07-16 16:00:00.000 UTC,3.81989631,247990.87715810037,39605.60822243986,2250941295.639623
2024-07-16 15:00:00.000 UTC,8.92964926,570243.383401433,39601.78832612986,2250693304.762465
2024-07-16 14:00:00.000 UTC,0.33542779,21335.022108343903,39592.858676869866,2250123061.3790636
2024-07-16 13:00:00.000 UTC,4.90891908,313169.10709253524,39592.523249079866,2250101726.356955
2024-07-16 12:00:00.000 UTC,0.28629786,18256.5445952076,39587.614329999866,2249788557.2498627
2024-07-16 11:00:00.000 UTC,-25.77560323,-1636683.0152685053,39587.32803213986,2249770300.7052674
2024-07-16 10:00:00.000 UTC,-0.27873958,-17617.6348076512,39613.103635369866,2251406983.7205358
2024-07-16 09:00:00.000 UTC,2.06175989,129563.79548105039,39613.38237494986,2251424601.3553433
2024-07-16 08:00:00.000 UTC,4.49955529,283173.8877320375,39611.32061505986,2251295037.559862
2024-07-16 07:00:00.000 UTC,-37.71060281,-2370735.4970850055,39606.82105976986,2251011863.67213
2024-07-16 06:00:00.000 UTC,6.6522621,423129.371032764,39644.531662579866,2253382599.169215
2024-07-16 05:00:00.000 UTC,10.65591465,687629.5822571879,39637.87940047987,2252959469.7981825
2024-07-16 04:00:00.000 UTC,16.7717009,1086257.78370057,39627.22348582987,2252271840.215925
2024-07-16 03:00:00.000 UTC,-3.98144604,-258095.12937659878,39610.45178492987,2251185582.4322248
