Threshold,Sharpe_Ratio
1457000000,-0.5359
1458000000,-0.5359
1459000000,-0.5359
1460000000,-0.5359
1461000000,-0.5359
1462000000,-0.5359
1463000000,-0.5359
1464000000,-0.5359
1465000000,-0.5359
1466000000,-0.5359
1467000000,-0.5359
1468000000,-0.5359
1469000000,-0.5359
1470000000,-0.5359
1471000000,-0.5359
1472000000,-0.5359
1473000000,-0.5359
1474000000,-0.5359
1475000000,-0.5359
1476000000,-0.5359
1477000000,-0.5359
1478000000,-0.5359
1479000000,-0.5359
1480000000,-0.5359
1481000000,-0.5359
1482000000,-0.5359
1483000000,-0.5359
1484000000,-0.5359
1485000000,-0.5359
1486000000,-0.5359
1487000000,-0.5359
1488000000,-0.5359
1489000000,-0.5359
1490000000,-0.5359
1491000000,-0.5359
1492000000,-0.5359
1493000000,-0.5359
1494000000,-0.5359
1495000000,-0.5359
1496000000,-0.5359
1497000000,-0.5359
1498000000,-0.5359
1499000000,-0.5359
