upper_threshold,lower_threshold,sharpe_ratio
1.2,0.9,-0.39003733099757626
1.2,1.0,-0.39003733099757626
1.2,1.1,-0.39003733099757626
1.3,-1.4,-0.4472873054218002
1.3,-1.3,-0.3938125895084497
1.3,-1.2,-0.3938125895084497
1.3,-1.1,-0.3938125895084497
1.3,-1.0,0.051278755312062774
1.3,-0.9,0.06611980987776366
1.3,-0.8,0.06611980987776366
1.3,-0.7,0.06611980987776366
1.3,-0.6,0.018834326702624787
1.3,-0.5,0.2367930359991708
1.3,-0.4,0.15219261881786905
1.3,-0.3,0.1334700581541528
1.3,-0.2,-0.15761657753048117
1.3,-0.1,-0.47413020362381036
1.3,0.0,-0.4783637912004261
1.3,0.1,-0.42589389834665003
1.3,0.2,-0.4039266903589255
1.3,0.3,-0.4060319726940128
1.3,0.4,-0.4052858067933959
1.3,0.5,-0.3847606797636412
1.3,0.6,-0.3847606797636412
1.3,0.7,-0.39003733099757626
1.3,0.8,-0.39003733099757626
1.3,0.9,-0.39003733099757626
1.3,1.0,-0.39003733099757626
1.3,1.1,-0.39003733099757626
1.3,1.2,-0.39003733099757626
1.4,-1.4,-0.7039679362129223
1.4,-1.3,-0.48969376199194453
1.4,-1.2,-0.48969376199194453
1.4,-1.1,-0.48969376199194453
1.4,-1.0,-0.48969376199194453
1.4,-0.9,-0.48969376199194453
1.4,-0.8,-0.48969376199194453
1.4,-0.7,-0.48969376199194453
1.4,-0.6,-0.4774524507003199
1.4,-0.5,-0.41958891740733406
1.4,-0.4,-0.4564093280146886
1.4,-0.3,-0.23944063949090447
1.4,-0.2,-0.2707675216828768
1.4,-0.1,-0.3163007773258962
1.4,0.0,-0.32223162881995476
1.4,0.1,-0.3597282285142967
1.4,0.2,-0.33677891985544084
1.4,0.3,-0.33677891985544084
1.4,0.4,-0.33677891985544084
1.4,0.5,-0.33677891985544084
1.4,0.6,-0.33677891985544084
1.4,0.7,-0.34231957945093067
1.4,0.8,-0.34231957945093067
1.4,0.9,-0.34231957945093067
1.4,1.0,-0.34231957945093067
1.4,1.1,-0.34231957945093067
1.4,1.2,-0.34231957945093067
1.4,1.3,-0.34231957945093067
1.5,-1.4,-0.7039679362129223
1.5,-1.3,-0.48969376199194453
1.5,-1.2,-0.48969376199194453
1.5,-1.1,-0.48969376199194453
1.5,-1.0,-0.48969376199194453
1.5,-0.9,-0.48969376199194453
1.5,-0.8,-0.48969376199194453
1.5,-0.7,-0.48969376199194453
1.5,-0.6,-0.4774524507003199
1.5,-0.5,-0.41958891740733406
1.5,-0.4,-0.4564093280146886
1.5,-0.3,-0.23944063949090447
1.5,-0.2,-0.2707675216828768
1.5,-0.1,-0.3163007773258962
1.5,0.0,-0.32223162881995476
1.5,0.1,-0.3597282285142967
1.5,0.2,-0.33677891985544084
1.5,0.3,-0.33677891985544084
1.5,0.4,-0.33677891985544084
1.5,0.5,-0.33677891985544084
1.5,0.6,-0.33677891985544084
1.5,0.7,-0.34231957945093067
1.5,0.8,-0.34231957945093067
1.5,0.9,-0.34231957945093067
1.5,1.0,-0.34231957945093067
1.5,1.1,-0.34231957945093067
1.5,1.2,-0.34231957945093067
1.5,1.3,-0.34231957945093067
1.5,1.4,-0.34231957945093067
